LICYR,LICTYPE,LICNO,BUSNAME,OWNERSHIP,LOTADDR,LOTCITY,LOTSTATE,PHONE
15,UD,2920,STEVENS FORD,C,3101 W. GARRIOTT,ENID,OK,(580)237-3040
15,UD,6355,"STEVENS TRAILERS & RV'S, LLC",LLC,1328 GEORGE NIGH EXPRESSWAY,McALESTER,OK,(918)423-4560
15,UD,5799,STEVE'S CARS,C,2423 S.WALKER,OKLAHOMA CITY,OK,(405) 631-0004
15,UD,7399,STEVE'S WHOLESALE AUTO SALES,S,4420 W. HIGHWAY 7,SULPHUR,OK,(580) 456-7786
15,UD,547,"STEWART WHOLESALE COMPANY, INC.",C,14707 VALLEY VIEW ROAD,SHAWNEE,OK,(405)273-1813
15,AD,221,"STEWART WHOLESALE COMPANY, INC.",C,14707 VALLEY VIEW ROAD,SHAWNEE,OK,(405)273-1813
15,UD,115,"STEWART'S USED CARS, LLC",LLC,1206 N. SECOND,STILWELL,OK,(918)696-5600
15,UD,2177,STILLWATER HONDA CARS,LLC,4300 W. 6TH,STILLWATER,OK,(405) 928-5454
15,UD,2489,STILLWATER KAWASAKI,S,601 S. LEWIS,STILLWATER,OK,(405)372-4500
15,UD,2755,STILLWATER POWERSPORTS,LLC,4650 W. 6TH AVENUE,STILLWATER,OK,(405) 377-4941
15,UD,4224,"STONE BLUFF MOTORS, LLC",LLC,18760 HIGHWAY 64,HASKELL,OK,(918) 482-1009
15,UD,6079,STONEY'S AUTO SALES,S,1152 E. TULSA AVENUE,KANSAS,OK,(918)868-2169
15,UD,5580,STRAIGHT UP AUTO SALES,S,6014 N. PEORIA AVENUE,TULSA,OK,(918) 425-6610
15,UD,5898,STRAMSKI USED CARS,S,21111 COPPER RIDGE,HARRAH,OK,(405)391-5967
15,UD,7248,STRATTON MOTOR CO. INC,C,224 VETERANS MEMORIAL AVE (62),BLANCHARD,OK,(405) 990-9565
15,UD,3246,"STREET CARS, INC.",C,2896 BROCE DRIVE,NORMAN,OK,(405) 217-8900
15,UD,7887,STRICKER AUTO SALES,S,2221 SW MAIN,WOODWARD,OK,(580)256-3574
15,UD,4458,"STRUCKEL AUTO GROUP, LLC",LLC,600 WESTLAND DRIVE,EDMOND,OK,(405) 285-4442
15,UD,2183,"STUART PONTIAC-CADILLAC, INC",C,301 N. INDEPENDENCE,ENID,OK,(580) 237-5616
15,UD,8355,STURGEON'S TRACTOR & TRUCK SALES,LLC,113 S. MENO AVENUE,MENO,OK,(580) 776-2244
15,UD,2639,"STUTEVILLE CHEVROLET OF DURANT, LLC",LLC,851 WESTSIDE DRIVE,DURANT,OK,(580) 920-1800
15,UD,2625,"STUTEVILLE FORD OF ATOKA, LLC",LLC,1601 S. MISSISSIPPI,ATOKA,OK,(580) 889-3349
15,UD,2279,"STUTEVILLE FORD OF TAHLEQUAH, LLC",LLC,3000 S. MUSKOGEE,TAHLEQUAH,OK,(918) 456-6143
15,UD,2288,"SUBURBAN CHEVROLET , INC",C,1300 S. LYNN RIGGS,CLAREMORE,OK,(918)343-3636
15,UD,8524,SUCCESS MOTORS,S,1112 S. JOPLIN,TULSA,OK,(910) 710-6108
15,I,607,SUE WHITE HOMES,C,9210 ROGERS AVENUE,FORT SMITH,AR,(479) 452-6045
15,AD,3091,SULLIVAN AUTO PARTS,S,"ROUTE 3, BOX 171",IDABEL,OK,(580) 286-2506
15,UD,8229,SULLIVAN'S AUTO CITY,S,5049 NE LINCOLN,IDABEL,OK,(580) 286-2506
15,UD,5824,SULLY'S AUTO,S,523 BOREN BOULEVARD,SEMINOLE,OK,(405) 380-2721
15,UD,2519,SUMMIT TRUCK GROUP,LLC,1601 W. RENO,OKLAHOMA CITY,OK,(405) 236-2792
15,UD,580,SUMPTER AUTO SALES,P,27501 N. 4030 ROAD,RAMONA,OK,(918) 545-2751
15,UD,8774,SUN MOTORS,S,725 N. 14TH,PONCA CITY,OK,(580) 718-9292
15,UD,5963,SUNDANCE EQUIPMENT & TRUCK SALES,C,17251 E. VIRGIN,TULSA,OK,(918) 234-1500
15,WD,10581,SUNRISE AUTO ACCEPTANCE,S,725 SW 101,OKLAHOMA CITY,OK,(405) 691-1423
15,M,30005,"SUNSHINE HOMES, INC.",C,100 SUNSHINE AVE,RED BAY,AL,(256) 356-4427
15,UD,4150,"SUNWEST MOTORS, INC",C,344 W. BRITTON ROAD,OKLAHOMA CITY,OK,(405)848-9737
15,UD,4079,SUPER DAVE'S POWERSPORTS,S,25981 STATE HIGHWAY 51,WAGONER,OK,(918) 485-9205
15,UD,4944,SUPER SPORTS,LLC,4301 NW 39TH EXPRESSWAY,OKLAHOMA CITY,OK,(405) 949-5600
15,UD,5740,"SUPER SPORTS & IMPORTS, INC",C,4301 NW 39TH,OKLAHOMA CITY,OK,(405)949-0202
15,UD,6350,SUPERIOR AUTO BROKER & USED PARTS,S,7902 N. HIGHWAY 81,DUNCAN,OK,(580)255-6400
15,AD,1646,SUPERIOR AUTO BROKER & USED PARTS,S,7902 N. HIGHWAY 81,DUNCAN,OK,(580) 255-6400
15,UD,9169,"SUPERIOR AUTO FINANCE, LLC",LLC,916 SW 29TH,OKLAHOMA CITY,OK,(405) 634-6300
15,UD,8423,SUPERIOR AUTO GROUP PLAZA,LLC,203 W. SHAWNEE STREET,MUSKOGEE,OK,(918) 687-1144
15,UD,9342,"SUPERIOR AUTOS, INC.",C,3536 N. SHIELDS,MOORE,OK,(405) 912-7911
15,AD,3185,SUPERIOR SALVAGE & RECYCLING,LLC,5523 E. ARCHER,TULSA,OK,(918) 836-3232
15,UD,4306,"SUPERIOR USED CARS, LLC",LLC,708 N. LYNN RIGGS BLVD,CLAREMORE,OK,(918) 342-1700
15,UD,7180,SUPREME AUTO SALES,S,4630 S. MEMORIAL DRIVE,TULSA,OK,(918) 619-9333
15,MH,37,SUTTON AFFORDABLE HOMES,S,10796 W. COUNTY ROAD 76,CRESCENT,OK,(405)969-3080
15,UD,6235,"SWEDISH IMPORT REPAIR, INC.",C,201 SW 15TH STREET,EDMOND,OK,(405)341-2755
15,AD,1806,SWEDISH IMPORT USED VOLVO PARTS,C,2612 RAILROAD DRIVE,EDMOND,OK,(405)341-2755
15,UD,7397,"SWINSON AUTO SALES, LLC",LLC,2100 W. ROGERS BLVD,SKIATOOK,OK,(918) 261-2634
15,MHP,R1017,SYCAMORE HOMES,LLC,2101 SW 38TH STREET,LAWTON,OK,(580) 357-1850
15,UD,4422,SYCLONE MOTORS,S,10101 EAST 21ST STREET,TULSA,OK,(918) 960-2677
15,UD,7181,"SYNERGY MOTORWORKS, LLC",LLC,6810 E. 41ST STREET,TULSA,OK,(918) 610-7433
15,AD,825,T & B AUTO SALVAGE,S,HIGHWAY 177 NORTH,BRAMAN,OK,(580) 363-1386
15,AD,3197,"T & B RECYCLING & AUTO SALVAGE, LLC",LLC,3910 W. NORTH AVENUE,PONCA CITY,OK,(580) 762-3380
15,UD,4341,"T & D MOTOR COMPANY, INC.",C,7145 NW 39TH EXPRESSWAY,BETHANY,OK,(405) 789-7100
15,UD,8773,T & L USED CARS,C,1811 SW 3RD,LAWTON,OK,(580) 248-9484
15,UD,5609,"T & M MOTORS, LLC",LLC,402 SW 'G' AVENUE,LAWTON,OK,(580) 353-1687
15,UD,6262,T & O WHOLESALE CARS & TRUCKS,S,002 EAST HIGHWAY 153,THACKERVILLE,OK,(580) 276-7505
15,UD,9705,T & S AUTO SALES,P,1431 W. MAIN,TISHOMINGO,OK,(580) 371-2660
15,UD,1408,"T & T AUTO SALES, INC.",C,2101 S. WESTERN,OKLAHOMA CITY,OK,(405)632-1460
15,UD,4293,"T & T MOTORS, INC",C,7 S. HIGHWAY 76,NEWCASTLE,OK,(405) 387-3449
15,UD,8107,"T & T POWERSPORTS, LLC",LLC,301 S. MAIN,SAPULPA,OK,(918) 227-2522
15,UD,8110,T L C MOTORS,S,1825 N. GRAND,TAHLEQUAH,OK,(918)453-9333
15,UD,7027,T OR T AUTO SALES,S,102 E. MAIN,HUGO,OK,(580) 326-9599
15,UD,6275,"T- R'S USED CARS, INC.",C,6225 LAKE ROAD,PONCA CITY,OK,(580) 765-6400
15,UD,6384,T. BROWN USED MOTORCARS,S,807 W. GRANT,PAULS VALLEY,OK,(405) 238-1200
15,UD,2158,T. J. KENNEDY AUTO SALES,C,113 S. MAIN,SAPULPA,OK,(918)224-5234
15,UD,5223,T. Q. AUTO SALES,S,219 E. BROADWAY,THOMAS,OK,(580) 603-2139
15,WD,10713,TAC AUTO SOLUTIONS,S,1405 W. DETROIT STREET,BROKEN ARROW,OK,(918) 510-0081
15,UD,2474,"TAFT MOTORS, INC",C,722 S. LINDEN,SAPULPA,OK,(918) 224-7700
15,AD,1689,"TAHLEQUAH AUTO SALVAGE, LLC",LLC,16535 W. BURCHETT ROAD,TAHLEQUAH,OK,(918) 458-5220
15,UD,7342,TALL CHIEF MOTORS,S,405 E. MAIN,SPERRY,OK,(918) 288-7212
15,UD,5064,"TALL GRASS MOTORS, LLC",LLC,1701 E. MAIN,PAWHUSKA,OK,(918) 695-5950
15,UD,6232,"TALL GRASS MOTORS, LLC #2",LLC,341 NE WASHINGTON BLVD,BARTLESVILLE,OK,(918) 333-0013
15,UD,2454,"TANNER CHEVROLET, INC.",C,444 GLEN JOHNSON ROAD,OKEMAH,OK,(918) 623-0545
15,UD,6034,"TARGET AUTO CENTER, LLC",LLC,2726 S. WESTERN,OKLAHOMA CITY,OK,(405) 605-1570
15,UD,91,"TAYLOR AUTO SALES, INC.",C,45 SE 44TH,OKLAHOMA CITY,OK,(405)634-3565
15,UD,2254,"TAYLOR FORD, INC.",C,216 N. HIGHWAY 18,CHANDLER,OK,(405)258-1082
15,UD,6942,"TAYLOR MOTORS, INC.",C,2100 W. ROGERS,SKIATOOK,OK,(918)396-7396
15,UD,6485,TC'S PAWN & AUTO,C,902 E. OWEN K. GARRIOTT,ENID,OK,(580) 237-8289
15,UD,571,TEAGUE'S AUTO,S,4915 N. 81 HIGHWAY,DUNCAN,OK,(580)255-5891
15,UD,4478,"TEAM MOTORSPORTS, LLC",LLC,1150 N. MINGO RD.,TULSA,OK,(918) 949-9995
15,UD,6581,"TED'S CARS & TRUCKS, LLC",LLC,707 SW LEE BLVD,LAWTON,OK,(580) 695-1119
15,UD,9274,TEE'S AUTO,P,620 W. HENSLEY,BARTLESVILLE,OK,(918) 336-6209
15,UD,7637,TEMPLE OF ZOOM MOTORSPORTS,S,26055 E. HIGHWAY 51,BROKEN ARROW,OK,(918) 279-0269
15,UD,8749,TENKILLER CLASSIC CARS,P,202 S. MAIN,GORE,OK,(918) 489-2755
15,UD,5649,"TERRY HALBERT AUTO SALES, INC.",C,6 E. MAIN,YUKON,OK,(405) 350-1030
15,UD,7145,TEXANNA USED CARS,S,419425 TEXANNA ROAD,CHECOTAH,OK,(918)689-9102
15,UD,6569,TEX-MEX AUTO SALES,P,934 SW 29TH STREET,OKLAHOMA CITY,OK,(405)631-3688
15,UD,4074,TEXOMA AUTO WHOLESALE,S,8940 US HIGHWAY 70,MEAD,OK,(580) 920-2120
15,UD,9859,TEXOMA CARR CONNECTION,S,711 N. MCKINLEY,CALERA,OK,(580) 434-7887
15,MH,605,"TEXOMA HOME CENTER, LLC",LLC,203 N. SERVICE ROAD,CALERA,OK,(580) 931-8811
15,UD,8072,"TEXOMA MOTOR SALES & AUCTION, LLC",LLC,17375 US HIGHWAY 70,DURANT,OK,(580) 916-3050
15,UD,228,"TEXOMA UTILITY EQUIPMENT, INC.",C,3527 N. WASHINGTON AVENUE,DURANT,OK,(580) 924-9142
15,UD,2848,THE AFFORDABLE STORE SCOOTERS,LLC,5153 S. PEORIA AVE,TULSA,OK,(918) 747-7554
15,UD,7391,"THE AUTO BIN, LLC",LLC,25501 E. HIGHWAY 51,BROKEN ARROW,OK,(918) 279-7117
15,UD,7494,THE AUTO SHOP,S,930 S. ABBY LANE,CADDO,OK,(580) 889-5392
15,MH,184,THE BACK FORTY MOBILE HOMES,C,11750 HIGHWAY 75,OKMULGEE,OK,(918) 756-9006
15,UD,7908,"THE CAR CHOICE, LLC",LLC,8752 E. 11TH STREET,TULSA,OK,(918) 779-4646
15,UD,5345,THE CAR PORT,S,4444 S. MINGO ROAD,TULSA,OK,(918)622-4444
15,UD,4561,THE CAR STORE MIDTOWN,LLC,504 NW 4TH STREET,OKLAHOMA CITY,OK,(405) 632-0000
15,UD,5539,"THE CAR STORE, LLC",LLC,5001 S. SHIELDS BLVD,OKLAHOMA CITY,OK,(405) 632-0000
15,UD,9438,"THE CARMAN, LLC",LLC,2119 E. HIGHWAY 66,EL RENO,OK,(405) 422-4626
15,UD,9458,THE CHROME LINK CYCLES,S,2010 NW FLOYD AVENUE,LAWTON,OK,(580) 357-7373
15,MHP,R1018,"THE HOME CONNECTION, LLC",LLC,11926 SW 15TH TERRACE,YUKON,OK,(405) 324-8000
15,MH,75,THE HOME STORE,C,2400 N. 32ND,MUSKOGEE,OK,(918)683-7791
15,I,288,THE HOME STORE,C,2400 N. 32ND,MUSKOGEE,OK,(918) 683-7791
15,WD,10457,"THE HUDSON COMPANY AUTO BROKERS,LLC",LLC,3102 ROCK RIDGE PLACE,OKLAHOMA CITY,OK,(405) 286-2388
15,UD,5990,THE KEY CARS,LLC,208 SW 74TH STREET,OKLAHOMA CITY,OK,(405) 526-7000
15,UD,6300,"THE NUMBERED CAR COMPANY, INC.",C,1132 S. LEWIS AVENUE,TULSA,OK,(918)584-2239
15,UD,8238,THE OLD CAR PLACE,S,221 W. BROADWAY,ALTUS,OK,(580) 477-2277
15,UD,1799,"THE PICKUP SHOP, LLC",LLC,1102 N. FLOOD,NORMAN,OK,(405)321-9539
15,UD,8415,"THE RIGHT CHOICE MOTORS, LLC",LLC,7804 S. 11TH STREET,LAWTON,OK,(580) 585-3003
15,UD,8884,"THE ROD SHOPPE, LLC",LLC,210 W. BROADWAY,SEMINOLE,OK,(405) 382-6646
15,UD,4020,THE SHOP CAR SALES,LLC,9244 N.E. 10TH STREET,MIDWEST CITY,OK,(405) 610-2600
15,UD,4443,"THE TRUCK STATION, LLC",LLC,1424 S.E. 29TH STREET,OKLAHOMA CITY,OK,(405) 672-1043
15,UD,8464,THE USED CAR COMPANY,S,601 W. BROADWAY,DRUMRIGHT,OK,(918) 633-5434
15,UD,7786,THE WAGGONERS TRUCKING,C,1501 SE 15TH,OKLAHOMA CITY,OK,(405) 677-2995
15,UD,2613,THOMAS FORD,C,4405 W. 6TH,STILLWATER,OK,(405)372-7144
15,AD,3031,THOMPSON SALVAGE & USED CARS,S,4931 W. HIGHWAY 19,PAULS VALLEY,OK,(405) 238-7272
15,UD,9713,THOMPSON SALVAGE & USED CARS,S,32218 HIGHWAY 19,PAULS VALLEY,OK,(405) 238-7272
15,UD,1945,"THOROUGHBRED MOTORS, INC.",C,9615 N. BROADWAY EXTENSION,OKLAHOMA CITY,OK,(405)848-0098
15,UD,9251,"THRIFT AUTO SALES, LLC",LLC,10510 S. PERKINS ROAD,PERKINS,OK,(405) 547-2940
15,UD,6789,THRIFTY MOTORS,S,1487 N. HIGHWAY 66,CATOOSA,OK,(918) 935-1499
15,UD,8245,THUNDER AUTO SALES,LLC,4316 NW 39TH ST,OKLAHOMA CITY,OK,(405) 942-7272
15,UD,7844,"THUNDER CITY MOTORS, LLC",LLC,2925 S. BROADWAY,EDMOND,OK,(405) 562-2886
15,UD,8234,"THUNDER CUSTOM CYCLES, LLC",LLC,1819 S. RANDALL,ELK CITY,OK,(580) 303-0246
15,UD,8950,THUNDER MOTORSPORTS,LLC,3529 N. SHIELDS BLVD,MOORE,OK,(405) 703-2671
15,UD,7267,THUNDERBIRD AUTO SALES,S,8500 171ST STREET S.E.,NOBLE,OK,(405) 899-6225
15,UD,6057,TIGER AUTO SALES,S,1316 N. MAIN STREET,GUYMON,OK,(580) 338-5400
15,UD,7001,TIGER MOUNTAIN AUTO,P,1 MILE SOUTH ON BELLE STARR RD,EUFAULA,OK,(918) 689-7211
15,UD,4364,TIM THOMAS MOTORS,LLC,12003 NE 23RD STREET,CHOCTAW,OK,(405) 987-5050
15,MHP,R1019,TIMBERLAND MFG HOME COMMUNITY,LLC,13501 SE 29TH STREET,CHOCTAW,OK,(405) 373-7186
15,UD,1704,TINKER FEDERAL CREDIT UNION,C,2400 WATTS DRIVE,MIDWEST CITY,OK,(405)732-0324
15,UD,7968,TINKER MOTOR COMPANY,S,243 EDWARDS LANE,INDIANOLA,OK,(918)334-3302
15,UD,4129,"TIO CHUY'S AUTO SALES, LLC",LLC,6220 S. I-35 SERVICE RD,OKLAHOMA CITY,OK,(405) 772-7600
15,UD,4320,"TIO CHUY'S AUTO SALES, LLC #2",LLC,3726 S. MEMORIAL,TULSA,OK,(918) 794-7161
15,UD,4223,TIOLI MOTORS,S,12995 E. BRITTON RD.,JONES,OK,(405) 399-9284
15,UD,8487,"TIP TOP AUTOBODY MECH & U/C SLS,LLC",LLC,4338 N. PEORIA AVENUE,TULSA,OK,(918) 814-5375
15,UD,2997,"TISHOMINGO CHEVROLET, INC",C,1120 W. MAIN,TISHOMINGO,OK,(580) 371-9541
15,UD,9990,TITAN AUTO SALES,P,1901 GIBSON STREET,MUSKOGEE,OK,(918) 683-0254
15,MH,580,"TITAN FACTORY DIRECT HOMES, INC",C,8308 S. SHIELDS BLVD,OKLAHOMA CITY,OK,(405) 634-4812
15,UD,9093,TITAN TRUCK SALES,P,14110 N. HIGHWAY 177,SHAWNEE,OK,(405) 831-3121
15,UD,4556,"TN CAR SALES, LLC",LLC,700 SE 29TH STREET,OKLAHOMA CITY,OK,(405) 921-7504
15,UD,4362,TNL AUTO SALES,S,500 VETERANS WAY,BROKEN BOW,OK,(580) 584-2900
15,UD,6967,TNM AUTOMOTIVE SALES,C,4710 W. HIGHWAY 70,DURANT,OK,(580) 924-9378
15,UD,8678,TNT USED CARS,S,"ROUTE 1, BOX 75",FOSTER,OK,(580) 432-5605
15,UD,8149,TODD AUTO SALES,S,500 N. BROADWAY,ADA,OK,(580) 699-0353
15,UD,5857,TODD'S USED CARS,S,2512 E. HIGHWAY 37,TUTTLE,OK,(405) 381-9117
15,UD,2804,"TOMMY NIX AUTO GROUP, LLC",LLC,3001 S. MUSKOGEE AVENUE,TAHLEQUAH,OK,(918) 456-2541
15,UD,7662,"TOMPKINS MOTOR COMPANY, INC.",C,1551 W. GRANT AVENUE,PAULS VALLEY,OK,(405)238-4646
15,UD,9005,TOM'S AUTO SERVICE & SALES,C,112 NE WASHINGTON BLVD,BARTLESVILLE,OK,(918) 333-7422
15,UD,8786,TOM'S WHOLESALE AUTO,S,215 1/2 W. FERRY STREET,SALINA,OK,(918) 434-2066
15,UD,5858,TONY & KENNY'S USED CARS,P,1928 S. 3RD STREET,STILWELL,OK,(918) 696-2771
15,UD,548,TONY'S USED CARS,S,2100 E. WALNUT,TECUMSEH,OK,(405) 598-3141
15,I,257,"TOP HAND MOBILE HOME MOVERS, LLC",LLC,31255 STATE HIGHWAY 34,VICI,OK,(580) 515-4818
15,UD,8328,TOP LINE AUTO SALES,P,2322 WEEDN BLVD,PURCELL,OK,(405) 527-7061
15,UD,8073,TOP QUALITY MOTORS,C,5207 NW 10TH,OKLAHOMA CITY,OK,(405) 782-0506
15,I,33,"TOP VALUE MOBILE HOMES, LLC",LLC,5700 E. SIXTH,STILLWATER,OK,(405) 743-0858
15,MH,39,"TOP VALUE MOBILE HOMES, LLC",LLC,5700 E. 6TH,STILLWATER,OK,(405)743-0858
15,UD,4392,TORQUE MOTORSPORTS,LLC,817 CENTENNIAL BLVD,EDMOND,OK,(405) 818-9326
15,UD,8312,"TOTAL TRUCK & TRAILER , LLC",LLC,4200 S. HARVEY AVENUE,NEWCASTLE,OK,(405) 329-3765
15,UD,4444,"TOTE THE NOTE CAR SALES, LLC",LLC,46039 HIGHWAY 28,LANGLEY,OK,(918) 782-4888
15,UD,6063,"TOWN & COUNTRY AUTO, INC.",C,36687 STATE HIGHWAY 270,WEWOKA,OK,(405)257-6275
15,UD,6406,TOWN & COUNTRY MOTORS,S,2705 HIGHWAY 112 SOUTH,POCOLA,OK,(918) 436-8980
15,AD,1523,TOWN & COUNTRY SALVAGE,S,36687 STATE HIGHWAY 270,WEWOKA,OK,(405) 257-2161
15,UD,2527,TOYOTA OF ARDMORE,C,402 HOLIDAY DRIVE,ARDMORE,OK,(580) 223-8495
15,UD,2953,TOYOTA OF LAWTON,C,7110 QUANAH PARKER TRAILWAY,LAWTON,OK,(580) 355-7223
15,WD,10693,TOYS FOR BIG BOYS MOTORS,S,70 N. MAY,OKLAHOMA CITY,OK,(405) 605-2514
15,UD,5047,"TOYSPEED MOTORSPORTS, LLC",LLC,10120 E. 31ST STREET,TULSA,OK,(918) 627-1122
15,UD,4545,TRACEY'S AUTO SALES & REBUILDERS,C,4150 W. 55TH PLACE,TULSA,OK,(918) 446-4207
15,UD,9061,TRACKSIDE AUTO SALES,P,601 S. MAIN,MIAMI,OK,(918) 541-5226
15,UD,7742,TRADER INN AUTO SALES,S,408 W. KENOSHA,BROKEN ARROW,OK,(918) 893-4644
15,UD,1,"TRADER JACK'S FINE CAR CENTER, INC.",C,7682 E. 46TH PLACE,TULSA,OK,(918)665-0300
15,UD,8520,TRADING ZONE AUTO SALES,S,9303 N. HARRISON,SHAWNEE,OK,(405) 481-7211
15,UD,7588,"TRANS NATIONAL BUS,TRK & COACH, LLC",LLC,1705 E. HIGHWAY 62,FT. GIBSON,OK,(918) 478-8209
15,UD,657,TRANSPORTATION MOTOR SALES,C,7215 E. 46TH,TULSA,OK,(918)665-1919
15,UD,2267,TRANSPORTATION RESOURCES INC,C,6205 ALUMA VALLEY DRIVE,OKLAHOMA CITY,OK,(405) 507-7777
15,AD,1253,TRAYLORS AUTO SALVAGE,S,213 E. 7TH,ARCADIA,OK,(405)396-2755
15,UD,8530,TRI CITY TRUCKS,LLC,75 NW 32ND ST.,NEWCASTLE,OK,(405) 392-3325
15,UD,9862,TRI COUNTY MOTORS,LLC,632 E. HIGHLAND,SHAWNEE,OK,(405) 214-7200
15,UD,5037,"TRI V AUTO SALES, LLC",LLC,14967 GRANT STREET SUITE B,BIXBY,OK,(918) 364-4800
15,UD,6278,TRIANGLE AUTO SALES,S,"1420 BRANSEN RD, HWY 59 SOUTH",PANAMA,OK,(918) 647-4597
15,UD,7899,TRI-CITY CARS & CLASSICS,S,276 NE 31ST,NEWCASTLE,OK,(405) 387-4111
15,AD,3169,TRI-CO SALVAGE,S,15997 US HIGHWAY 177,BYARS,OK,(580) 759-8895
15,UD,6514,TRICOLOR AUTO,LLC,911 SW 59TH STREET,OKLAHOMA CITY,OK,(405) 778-3277
15,UD,5576,TRIPLE J AUTO RANCH,S,7414 E 11TH STREET,TULSA,OK,(918) 834-0100
15,UD,4460,TRIPLE M MOTORS,S,1601 SW 29TH STREET,OKLAHOMA CITY,OK,(405) 601-1900
15,UD,4489,"TRIPLE R AUTO CREDIT, LLC",LLC,1001 N. HARRISON,SHAWNEE,OK,(405) 275-1664
15,UD,3857,TRIPLE R AUTO SALES & SALVAGE,S,69601 E. 100 ROAD,WYANDOTTE,OK,(918)666-8148
15,AD,1232,TRIPLE R AUTO SALES & SALVAGE,S,69601 E. 100 ROAD,WYANDOTTE,OK,(918)666-8148
15,UD,4419,TRIPLE R TRUCK SALVAGE & SALES,P,1902 GRANDVIEW ROAD,ARDMORE,OK,(580) 226-9197
15,UD,8771,"TRIPLETT MOTORS, INC",C,1606 N. SHERIDAN ROAD,TULSA,OK,(918) 835-6500
15,AD,3135,"TRI-STATE AUTO SALVAGE, LLC",LLC,20900 292ND STREET,POTEAU,OK,(918) 647-2886
15,UD,5634,"TRI-STATE WRECKER SALES, INC.",C,410 W. 5TH STREET,CLAREMORE,OK,(918) 342-4244
15,UD,8955,TROJANOWSKI AUTO SALES,C,1017 N. MISSISSIPPI AVENUE,ADA,OK,(580) 310-6600
15,UD,5295,"TROY JONES EQUIP & TRUCK SALES, INC",C,1203 S. MAIN,ELK CITY,OK,(580) 225-2500
15,M,30158,TRU MH II,C,1313 INDUSTRIAL PARK DR.,BELTON,TX,(254) 831-6002
15,UD,7512,TRUCK COUNTRY,S,6335 S. CHEROKEE,MUSKOGEE,OK,(918) 781-2206
15,UD,6216,TRUCK STORE,S,12222 TANNEHILL ROAD,MCALESTER,OK,(918) 389-4030
15,AD,3159,TRUCK STORE & PARTS,S,12222 TANNEHILL ROAD,MCALESTER,OK,(918) 389-4030
15,UD,4145,TRUCK TOWN,S,3745 E. DAVIS FIELD ROAD,MUSKOGEE,OK,(918) 869-7355
15,UD,8212,"TRUCK-N-TRAILER, INC.",C,3401 S. SERVICE ROAD,MOORE,OK,(405) 912-5800
15,UD,6718,TRUCKS 'N STUFF,S,510 HIGHWAY 271,WISTER,OK,(918) 655-3352
15,UD,9394,"TRUCKS UNLIMITED, INC",C,35641 HIGHWAY 29,PAULS VALLEY,OK,(405) 665-2125
15,M,30154,TRUMH,C,520 SPARTA ROAD,BELTON,TX,(254) 831-6002
15,UD,6950,TRUST AUTO SALES,S,6549 E. 40TH STREET #B,TULSA,OK,(918) 814-3347
15,UD,8427,"T-TOWN QUALITY CARS, LLC",LLC,8101 E. SKELLY DRIVE,TULSA,OK,(918) 949-4250
15,UD,1486,"TUCKER MOTOR COMPANY, INC.",C,3420 N. MAY AVENUE,OKLAHOMA CITY,OK,(405) 947-7533
15,UD,4158,TUFF TRUCK SALES,S,108115 HYW. 56,OKEMAH,OK,(918) 623-9510
15,AD,217,"TULSA AUTO SALVAGE, INC.",C,5600 SOUTHWEST BLVD,TULSA,OK,(918)446-6166
15,UD,5913,TULSA AUTO SERVICE & SALES,C,3729 E. 11TH,TULSA,OK,(918) 838-9995
15,UD,4000,TULSA CAR CITY AUTO FINANCE,LLC,3252 S. YALE AVENUE,TULSA,OK,(918) 829-2693
15,UD,7229,TULSA CREDIT WORLD AUTO SALES,C,8102 E. 11TH STREET,TULSA,OK,(918)832-7667
15,UD,4093,TULSA DIRECT AUTO,LLC,4716 S. MINGO ROAD,TULSA,OK,(918) 622-7996
15,UD,2647,TULSA HYUNDAI,LLC,9777 S. MEMORIAL,TULSA,OK,(918) 392-2810
15,UD,4559,"TULSA MOTORPLEX, LLC",LLC,1407 N. 105TH E. AVE.,TULSA,OK,(918) 779-3379
15,UD,8421,"TULSA MOTORWORKS, LLC",LLC,4104 E. 11TH STREET,TULSA,OK,(918) 236-4199
15,UD,6420,TULSA RV,LLC,16615 E. ADMIRAL PLACE STE B6,TULSA,OK,(918) 234-0000
15,UD,4238,TULSA TRUCK DEPOT,LLC,15727 E. ADMIRAL PL.,TULSA,OK,(918) 234-9200
15,UD,7575,TULSA TRUCK SALES,C,1149 N. DELAWARE PLACE,TULSA,OK,(918)834-1142
15,UD,9014,TULSA WHOLESALE CARS,LLC,6519 E. 46 STREET,TULSA,OK,(918) 794-9677
15,UD,6315,TULSA'S BEST AUTO,C,5711 E. 11TH STREET,TULSA,OK,(918) 836-7964
15,UD,735,TURK'S TRUCK & AUTO SALES,P,"ROUTE 1, BOX 1936",TALIHINA,OK,(405) 210-4421
15,UD,7130,"TURLEY AUTO SALES, LLC",LLC,6411 N. PEORIA,TULSA,OK,(918) 425-5619
15,UD,4279,"TURTLE MOTORS, LLC",LLC,80 RUBY LANE,CALERA,OK,(580) 980-1500
15,UD,7805,TUTTEN'S USED CARS,S,201 ZINN,BLAIR,OK,(580) 471-0494
15,UD,7077,TWIN HILLS AUTO SALES & SALVAGE,P,6600 W. 19TH STREET SOUTH,MUSKOGEE,OK,(918) 683-6724
15,UD,6541,TWIN PEAK MOTORS,S,401 S. FIRST,MADILL,OK,(580) 677-9025
